Year,Month,Date,Momentum_Holding,Value_Holding,Cash_Holding,Total_Portfolio,Momentum_Weight,Value_Weight,Cash_Weight,Regime,Risk_On
2025,Jan,2025-01-31,464814.4999946953,27517.615950059495,0.0,492332.1159447548,95.0,5.0,0.0,momentum,True
2025,Feb,2025-02-28,311013.96601404296,134572.52127000783,0.0,445586.4872840508,70.0,30.0,0.0,momentum,True
2025,Mar,2025-03-28,331642.24090229016,148057.85371399473,0.0,479700.0946162849,70.0,30.0,0.0,momentum,True
2025,Apr,2025-04-30,300142.9765820609,193827.2751008827,0.0,493970.2516829436,60.0,40.0,0.0,value,True
2025,May,2025-05-30,364464.4498793133,152474.30635848662,0.0,516938.7562377999,70.0,30.0,0.0,value,True
2025,Jun,2025-06-30,408959.5562374397,134274.15258762302,0.0,543233.7088250627,75.0,25.0,0.0,value,True
2025,Jul,2025-07-31,382500.576863056,131036.1205490391,0.0,513536.6974120951,75.0,25.0,0.0,value,True
2025,Aug,2025-08-29,421822.74621334445,75425.21614976194,0.0,497247.9623631064,85.0,15.0,0.0,value,True
2025,Sep,2025-09-30,425818.0724498094,79448.47626477544,0.0,505266.54871458485,85.0,15.0,0.0,value,True
2025,Oct,2025-10-31,400711.18907675304,132276.70844304684,0.0,532987.8975197999,75.0,25.0,0.0,value,True
2025,Nov,2025-11-28,409449.7279855501,131839.10739585175,0.0,541288.8353814019,75.0,25.0,0.0,value,True
2025,Dec,2025-12-31,416660.3531373583,112274.48803556808,0.0,528934.8411729264,80.0,20.0,0.0,value,True
